record_id,publication_year,observation_period,table_id,topic,table_title,header_index,excel_column_number,measure,population,unit,denominator,header_notes,table_notes,breakdowns,row_count,candidate_dimensions,review_status,source_workbook,source_sheet,derived_file
2006-07:1-1:0,2006-07,2006–07,1-1,1,"Table 1 Percentage of foreign ownership, by innovator status, by employment size, by industry–2006–07",0,2,Wholly Australian owned,Innovation-active businesses,%,Businesses in the selected category and population.,,"A4: Proportions are of all businesses in each output category. The sum of component items within each output category may not equal 100.0% due to rounding and/or provision of multiple responses, refer to Explanatory Notes 17–19. For the purposes of confidentiality and to maximise data availability, some output categories have been excluded due to the small number of contributing businesses.",Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_1,data/dashboard-2006-07.json
2006-07:1-1:1,2006-07,2006–07,1-1,1,"Table 1 Percentage of foreign ownership, by innovator status, by employment size, by industry–2006–07",1,3,Greater than 0% and less than 10%,Innovation-active businesses,%,Businesses in the selected category and population.,,"A4: Proportions are of all businesses in each output category. The sum of component items within each output category may not equal 100.0% due to rounding and/or provision of multiple responses, refer to Explanatory Notes 17–19. For the purposes of confidentiality and to maximise data availability, some output categories have been excluded due to the small number of contributing businesses.",Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_1,data/dashboard-2006-07.json
2006-07:1-1:2,2006-07,2006–07,1-1,1,"Table 1 Percentage of foreign ownership, by innovator status, by employment size, by industry–2006–07",2,4,10% to 50%,Innovation-active businesses,%,Businesses in the selected category and population.,,"A4: Proportions are of all businesses in each output category. The sum of component items within each output category may not equal 100.0% due to rounding and/or provision of multiple responses, refer to Explanatory Notes 17–19. For the purposes of confidentiality and to maximise data availability, some output categories have been excluded due to the small number of contributing businesses.",Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_1,data/dashboard-2006-07.json
2006-07:1-1:3,2006-07,2006–07,1-1,1,"Table 1 Percentage of foreign ownership, by innovator status, by employment size, by industry–2006–07",3,5,Greater than 50%,Innovation-active businesses,%,Businesses in the selected category and population.,,"A4: Proportions are of all businesses in each output category. The sum of component items within each output category may not equal 100.0% due to rounding and/or provision of multiple responses, refer to Explanatory Notes 17–19. For the purposes of confidentiality and to maximise data availability, some output categories have been excluded due to the small number of contributing businesses.",Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_1,data/dashboard-2006-07.json
2006-07:1-1:4,2006-07,2006–07,1-1,1,"Table 1 Percentage of foreign ownership, by innovator status, by employment size, by industry–2006–07",4,6,Wholly Australian owned,All businesses,%,Businesses in the selected category and population.,,"A4: Proportions are of all businesses in each output category. The sum of component items within each output category may not equal 100.0% due to rounding and/or provision of multiple responses, refer to Explanatory Notes 17–19. For the purposes of confidentiality and to maximise data availability, some output categories have been excluded due to the small number of contributing businesses.",Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_1,data/dashboard-2006-07.json
2006-07:1-1:5,2006-07,2006–07,1-1,1,"Table 1 Percentage of foreign ownership, by innovator status, by employment size, by industry–2006–07",5,7,Greater than 0% and less than 10%,All businesses,%,Businesses in the selected category and population.,,"A4: Proportions are of all businesses in each output category. The sum of component items within each output category may not equal 100.0% due to rounding and/or provision of multiple responses, refer to Explanatory Notes 17–19. For the purposes of confidentiality and to maximise data availability, some output categories have been excluded due to the small number of contributing businesses.",Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_1,data/dashboard-2006-07.json
2006-07:1-1:6,2006-07,2006–07,1-1,1,"Table 1 Percentage of foreign ownership, by innovator status, by employment size, by industry–2006–07",6,8,10% to 50%,All businesses,%,Businesses in the selected category and population.,,"A4: Proportions are of all businesses in each output category. The sum of component items within each output category may not equal 100.0% due to rounding and/or provision of multiple responses, refer to Explanatory Notes 17–19. For the purposes of confidentiality and to maximise data availability, some output categories have been excluded due to the small number of contributing businesses.",Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_1,data/dashboard-2006-07.json
2006-07:1-1:7,2006-07,2006–07,1-1,1,"Table 1 Percentage of foreign ownership, by innovator status, by employment size, by industry–2006–07",7,9,Greater than 50%,All businesses,%,Businesses in the selected category and population.,,"A4: Proportions are of all businesses in each output category. The sum of component items within each output category may not equal 100.0% due to rounding and/or provision of multiple responses, refer to Explanatory Notes 17–19. For the purposes of confidentiality and to maximise data availability, some output categories have been excluded due to the small number of contributing businesses.",Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_1,data/dashboard-2006-07.json
2006-07:1-2:0,2006-07,2006–07,1-2,1,"Table 2 Franchising agreements, by employment size, by industry–2006–07",0,2,Franchisee (i.e. operated a franchise),All businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. Businesses could identify as both a franchisee and franchisor.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_2,data/dashboard-2006-07.json
2006-07:1-2:1,2006-07,2006–07,1-2,1,"Table 2 Franchising agreements, by employment size, by industry–2006–07",1,3,Franchisor (i.e. controlled a franchise system),All businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. Businesses could identify as both a franchisee and franchisor.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_2,data/dashboard-2006-07.json
2006-07:1-3:0,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",0,2,Joint research and development,Innovation-active businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:1,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",1,3,Joint buying,Innovation-active businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:2,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",2,4,Joint manufacturing,Innovation-active businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:3,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",3,5,Integrated supply chain,Innovation-active businesses,%,Businesses in the selected category and population.,Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:4,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",4,6,Joint marketing or distribution,Innovation-active businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:5,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",5,7,Other collaborative arrangements,Innovation-active businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:6,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",6,8,Any collaborative arrangements,Innovation-active businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:7,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",7,9,No collaborative arrangements,Innovation-active businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:8,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",8,10,Joint research and development,Non innovation-active businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:9,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",9,11,Joint buying,Non innovation-active businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:10,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",10,12,Joint manufacturing,Non innovation-active businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:11,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",11,13,Integrated supply chain,Non innovation-active businesses,%,Businesses in the selected category and population.,Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:12,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",12,14,Joint marketing or distribution,Non innovation-active businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:13,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",13,15,Other collaborative arrangements,Non innovation-active businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:14,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",14,16,Any collaborative arrangements,Non innovation-active businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:15,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",15,17,No collaborative arrangements,Non innovation-active businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:16,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",16,18,Joint research and development,All businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:17,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",17,19,Joint buying,All businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:18,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",18,20,Joint manufacturing,All businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:19,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",19,21,Integrated supply chain,All businesses,%,Businesses in the selected category and population.,Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:20,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",20,22,Joint marketing or distribution,All businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:21,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",21,23,Other collaborative arrangements,All businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:22,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",22,24,Any collaborative arrangements,All businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:1-3:23,2006-07,2006–07,1-3,1,"Table 3 Collaborative arrangements, by innovator status, by employment size, by industry–2006–2007",23,25,No collaborative arrangements,All businesses,%,Businesses in the selected category and population.,,A4: Proportions are of all businesses in each output category. | E6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | M6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client. | U6: Integrated supply chain refers to ongoing coordinated activity between two or more businesses to maximise the storage and production efficiency of a mutual client.,Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do001_200607/81670DO001_200607.xls,Table_3,data/dashboard-2006-07.json
2006-07:2-1:0,2006-07,2006–07,2-1,2,"Table 1 Geographic markets in which businesses sold goods or services, by innovator status, by employment size, by industry–2006–07",0,2,Local area,Innovation-active businesses,%,Businesses in the selected category and population.,"Local area includes the immediate area, town or city in which the business is located.","A4: Proportions are of all businesses in each output category. Businesses were asked to identify all geographic markets in which they sold goods or services. Businesses could report more than one geographic market. | B6: Local area includes the immediate area, town or city in which the business is located. | F6: Local area includes the immediate area, town or city in which the business is located. | J6: Local area includes the immediate area, town or city in which the business is located.",Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do002_200607/81670DO002_200607.xls,Table_1,data/dashboard-2006-07.json
2006-07:2-1:1,2006-07,2006–07,2-1,2,"Table 1 Geographic markets in which businesses sold goods or services, by innovator status, by employment size, by industry–2006–07",1,3,Outside of local area but within the state/territory,Innovation-active businesses,%,Businesses in the selected category and population.,,"A4: Proportions are of all businesses in each output category. Businesses were asked to identify all geographic markets in which they sold goods or services. Businesses could report more than one geographic market. | B6: Local area includes the immediate area, town or city in which the business is located. | F6: Local area includes the immediate area, town or city in which the business is located. | J6: Local area includes the immediate area, town or city in which the business is located.",Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do002_200607/81670DO002_200607.xls,Table_1,data/dashboard-2006-07.json
2006-07:2-1:2,2006-07,2006–07,2-1,2,"Table 1 Geographic markets in which businesses sold goods or services, by innovator status, by employment size, by industry–2006–07",2,4,Outside of state/territory but within Australia,Innovation-active businesses,%,Businesses in the selected category and population.,,"A4: Proportions are of all businesses in each output category. Businesses were asked to identify all geographic markets in which they sold goods or services. Businesses could report more than one geographic market. | B6: Local area includes the immediate area, town or city in which the business is located. | F6: Local area includes the immediate area, town or city in which the business is located. | J6: Local area includes the immediate area, town or city in which the business is located.",Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do002_200607/81670DO002_200607.xls,Table_1,data/dashboard-2006-07.json
2006-07:2-1:3,2006-07,2006–07,2-1,2,"Table 1 Geographic markets in which businesses sold goods or services, by innovator status, by employment size, by industry–2006–07",3,5,Overseas,Innovation-active businesses,%,Businesses in the selected category and population.,,"A4: Proportions are of all businesses in each output category. Businesses were asked to identify all geographic markets in which they sold goods or services. Businesses could report more than one geographic market. | B6: Local area includes the immediate area, town or city in which the business is located. | F6: Local area includes the immediate area, town or city in which the business is located. | J6: Local area includes the immediate area, town or city in which the business is located.",Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do002_200607/81670DO002_200607.xls,Table_1,data/dashboard-2006-07.json
2006-07:2-1:4,2006-07,2006–07,2-1,2,"Table 1 Geographic markets in which businesses sold goods or services, by innovator status, by employment size, by industry–2006–07",4,6,Local area,Non innovation-active businesses,%,Businesses in the selected category and population.,"Local area includes the immediate area, town or city in which the business is located.","A4: Proportions are of all businesses in each output category. Businesses were asked to identify all geographic markets in which they sold goods or services. Businesses could report more than one geographic market. | B6: Local area includes the immediate area, town or city in which the business is located. | F6: Local area includes the immediate area, town or city in which the business is located. | J6: Local area includes the immediate area, town or city in which the business is located.",Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do002_200607/81670DO002_200607.xls,Table_1,data/dashboard-2006-07.json
2006-07:2-1:5,2006-07,2006–07,2-1,2,"Table 1 Geographic markets in which businesses sold goods or services, by innovator status, by employment size, by industry–2006–07",5,7,Outside of local area but within the state/territory,Non innovation-active businesses,%,Businesses in the selected category and population.,,"A4: Proportions are of all businesses in each output category. Businesses were asked to identify all geographic markets in which they sold goods or services. Businesses could report more than one geographic market. | B6: Local area includes the immediate area, town or city in which the business is located. | F6: Local area includes the immediate area, town or city in which the business is located. | J6: Local area includes the immediate area, town or city in which the business is located.",Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do002_200607/81670DO002_200607.xls,Table_1,data/dashboard-2006-07.json
2006-07:2-1:6,2006-07,2006–07,2-1,2,"Table 1 Geographic markets in which businesses sold goods or services, by innovator status, by employment size, by industry–2006–07",6,8,Outside of state/territory but within Australia,Non innovation-active businesses,%,Businesses in the selected category and population.,,"A4: Proportions are of all businesses in each output category. Businesses were asked to identify all geographic markets in which they sold goods or services. Businesses could report more than one geographic market. | B6: Local area includes the immediate area, town or city in which the business is located. | F6: Local area includes the immediate area, town or city in which the business is located. | J6: Local area includes the immediate area, town or city in which the business is located.",Employment size | Industry | Overall,21,,UNREVIEWED,data_2006-07/extracted/81670do002_200607/81670DO002_200607.xls,Table_1,data/dashboard-2006-07.json
